name_of_state_or_ut,type,state_ut_code,constituency_code,constituency_name,candidate_name,candidate_party,total_votes
Karnataka,State,S10,1,Chikkodi,PRIYANKA SATISH JARKIHOLI,Indian National Congress,713461
Karnataka,State,S10,1,Chikkodi,ANNASAHEB SHANKAR JOLLE,Bharatiya Janata Party,622627
Karnataka,State,S10,1,Chikkodi,KALLOLIKAR SHAMBHU KRISHNA,Independent,25466
Karnataka,State,S10,1,Chikkodi,SAMMED SARADAR VARDHAMANE,Independent,5353
Karnataka,State,S10,1,Chikkodi,SHRENIK ANNASAHEB JANGATE,Independent,5181
Karnataka,State,S10,1,Chikkodi,APPASAHEB SHRIPATI KURANE,Sarva Janata Party,4654
Karnataka,State,S10,1,Chikkodi,VILAS MANNUR,Independent,4150
Karnataka,State,S10,1,Chikkodi,SATTEPPA DASHARATH KALELI,Bharatheeya Jawan Kisan Party,1319
Karnataka,State,S10,1,Chikkodi,YASIN SHIRAJUDDIN PATAKI,Independent,1281
Karnataka,State,S10,1,Chikkodi,KASHINATH KALLAPPA KURANI,Independent,1108
Karnataka,State,S10,1,Chikkodi,MAHESH ASHOK KASAR,Independent,1009
Karnataka,State,S10,1,Chikkodi,MOHAN GURAPPA MOTANNAVAR,Independent,946
Karnataka,State,S10,1,Chikkodi,KUMAR SAMBHAJI DONGARE,Karnataka Rashtra Samithi,941
Karnataka,State,S10,1,Chikkodi,PAVANKUMAR BABURAV MALAGE,Bahujan Bharat Party,666
Karnataka,State,S10,1,Chikkodi,DR|| KADAYYA HIREMATH (SWAMIJI),Independent,647
Karnataka,State,S10,1,Chikkodi,BHIMASEN DATTU SANADI,Independent,619
Karnataka,State,S10,1,Chikkodi,GAJANAN L. PUJARI,Independent,600
Karnataka,State,S10,1,Chikkodi,JITENDRA SUBHASH NERLE,Independent,457
Karnataka,State,S10,1,Chikkodi,NOTA,None of the Above,2608
Karnataka,State,S10,18,Chitradurga,GOVIND MAKTHAPPA KARJOL,Bharatiya Janata Party,684890
Karnataka,State,S10,18,Chitradurga,B.N.CHANDRAPPA,Indian National Congress,636769
Karnataka,State,S10,18,Chitradurga,ASHOKA CHAKRAVARTHI,Bahujan Samaj Party,7705
Karnataka,State,S10,18,Chitradurga,NARASIMHARAJU. C.N.,Karnataka Rashtra Samithi,4950
Karnataka,State,S10,18,Chitradurga,SRINIVASAPURADA SRINIVASABABU PAVAGADA,Independent,4548
Karnataka,State,S10,18,Chitradurga,"B. VENKATESHA, SHILPI",Independent,4201
Karnataka,State,S10,18,Chitradurga,MANJUNATHA SWAMY T,Independent,2676
Karnataka,State,S10,18,Chitradurga,BHUTHARAJA. V.S.,Independent,2397
Karnataka,State,S10,18,Chitradurga,RAGHU KUMAR .S,Independent,2337
Karnataka,State,S10,18,Chitradurga,RAMESH NAIK .T.,Uttama Prajaakeeya Party,2206
Karnataka,State,S10,18,Chitradurga,NAGARAJAPPA,Independent,1679
Karnataka,State,S10,18,Chitradurga,K  NARASHIMAMURTHY,Independent,1397
Karnataka,State,S10,18,Chitradurga,SUDHAKARA .R,Independent,1211
Karnataka,State,S10,18,Chitradurga,TULASI.H,Independent,1082
Karnataka,State,S10,18,Chitradurga,GANESH.,Independent,1093
Karnataka,State,S10,18,Chitradurga,SHABAREESH.,Karunada Sevakara Party,1018
Karnataka,State,S10,18,Chitradurga,SUJATHA .D.,Socialist Unity Centre Of India (COMMUNIST),1014
Karnataka,State,S10,18,Chitradurga,DR M.P. DARAKESWARAIAH,Independent,992
Karnataka,State,S10,18,Chitradurga,AMRUTH RAJA.,Independent,834
Karnataka,State,S10,18,Chitradurga,B.T. RAMASUBBAIAH,Indian Movement Party,720
Karnataka,State,S10,18,Chitradurga,NOTA,None of the Above,3190
Karnataka,State,S10,17,DakshinaKannada,CAPTAIN BRIJESH CHOWTA,Bharatiya Janata Party,764132
Karnataka,State,S10,17,DakshinaKannada,PADMARAJ.R.POOJARY,Indian National Congress,614924
Karnataka,State,S10,17,DakshinaKannada,KANTHAPPA ALANGAR,Bahujan Samaj Party,4232
Karnataka,State,S10,17,DakshinaKannada,DURGA PRASAD,Karunada Sevakara Party,2592
Karnataka,State,S10,17,DakshinaKannada,SUPREETH KUMAR POOJARY  KATEEL,Independent,1901
Karnataka,State,S10,17,DakshinaKannada,MAXIM PINTO,Independent,1690
Karnataka,State,S10,17,DakshinaKannada,PRAJAAKEEYA MANOHARA,Uttama Prajaakeeya Party,971
Karnataka,State,S10,17,DakshinaKannada,DEEPAK RAJESH COELHO,Independent,976
Karnataka,State,S10,17,DakshinaKannada,RANJINI. M,Karnataka Rashtra Samithi,776
Karnataka,State,S10,17,DakshinaKannada,NOTA,None of the Above,23576
Karnataka,State,S10,13,Davanagere,DR. PRABHA MALLIKARJUN,Indian National Congress,633059
Karnataka,State,S10,13,Davanagere,GAYITHRI SIDDESHWARA,Bharatiya Janata Party,606965
Karnataka,State,S10,13,Davanagere,G.B.VINAY KUMAR,Independent,42907
Karnataka,State,S10,13,Davanagere,T.JABEENA AAPA,Independent,5128
Karnataka,State,S10,13,Davanagere,D. HANUMANTHAPPA,Bahujan Samaj Party,4475
Karnataka,State,S10,13,Davanagere,TASLIM BANU,Independent,4141
Karnataka,State,S10,13,Davanagere,T.CHANDRU,Independent,3043
Karnataka,State,S10,13,Davanagere,G.M.GAYITRI SIDDESHI,Independent,2464
Karnataka,State,S10,13,Davanagere,PARAVEEJ.H,Independent,1869
Karnataka,State,S10,13,Davanagere,ESHWARA SHENGA,Uttama Prajaakeeya Party,1430
Karnataka,State,S10,13,Davanagere,A.K.GANESH,Independent,1055
Karnataka,State,S10,13,Davanagere,M.C.SREENIVAS,Bharatiya Prajagala Kalyana Paksha,973
Karnataka,State,S10,13,Davanagere,SYED ZABIULLA.K,Independent,844
Karnataka,State,S10,13,Davanagere,ANABERU THIPPESWAMY,Socialist Unity Centre Of India (COMMUNIST),849
Karnataka,State,S10,13,Davanagere,SALEEM S,Independent,799
Karnataka,State,S10,13,Davanagere,MOHAMED HAYATH.M,Independent,722
Karnataka,State,S10,13,Davanagere,ABDUL NAZEER AHAMMED,Independent,652
Karnataka,State,S10,13,Davanagere,RASHEED KHAN,Independent,600
Karnataka,State,S10,13,Davanagere,M.G.SRIKANTH,Navabharath Sena,561
Karnataka,State,S10,13,Davanagere,M.P. KHALANDAR,Country Citizen Party,539
Karnataka,State,S10,13,Davanagere,PEDDAPPA S,Independent,508
Karnataka,State,S10,13,Davanagere,G.M.BARKATH ALI BASHA,Independent,471
Karnataka,State,S10,13,Davanagere,K.S. VEERBHADRAPPA,Karnataka Rashtra Samithi,475
Karnataka,State,S10,13,Davanagere,VEERESH.S (LION VEERESH),Rani Chennamma Party,458
Karnataka,State,S10,13,Davanagere,DODDESH.H.S,Janahitha Paksha,440
Karnataka,State,S10,13,Davanagere,BARKATH ALI,Independent,411
Karnataka,State,S10,13,Davanagere,MANJU. MARIKOPPA,Independent,378
Karnataka,State,S10,13,Davanagere,RUDRESHA.K.H,Samaj Vikas Kranti Party,348
Karnataka,State,S10,13,Davanagere,RAVINAIK. B,Independent,320
Karnataka,State,S10,13,Davanagere,MAHABUB BASHA,Independent,308
Karnataka,State,S10,13,Davanagere,NOTA,None of the Above,3176
Karnataka,State,S10,11,Dharwad,PRALHAD JOSHI,Bharatiya Janata Party,716231
Karnataka,State,S10,11,Dharwad,VINOD ASOOTI,Indian National Congress,618907
Karnataka,State,S10,11,Dharwad,SHAKEELAHMAD.D.MULLA,Independent,5872
Karnataka,State,S10,11,Dharwad,S. S. PATIL,Independent,5161
Karnataka,State,S10,11,Dharwad,RAJU ANANTSA NAIKWADI,Independent,3601
Karnataka,State,S10,11,Dharwad,JAVEED AHAMED BELGAUMKAR.,Naki Bharatiya Ekta Party,3558
Karnataka,State,S10,11,Dharwad,SHARANABASAV GONAVAR,Socialist Unity Centre Of India (COMMUNIST),1167
Karnataka,State,S10,11,Dharwad,BALANAGOUDRA MALLIKARJUNAGOUDA,Independent,987
Karnataka,State,S10,11,Dharwad,TAKAPPA YALLAPPA KALAL,Prahar Janshakti Party,905
Karnataka,State,S10,11,Dharwad,BUGADI BASAVALINGAPPA IRAPPA,Uttama Prajaakeeya Party,800
Karnataka,State,S10,11,Dharwad,NAGARAJ. KARENNAVAR.,Karnataka Rashtra Samithi,555
Karnataka,State,S10,11,Dharwad,PRAVEEN H. H.,Independent,548
Karnataka,State,S10,11,Dharwad,DR. GURAPPA H IMRAPUR,Independent,514
Karnataka,State,S10,11,Dharwad,BANKAPUR SHOUKATALI,Tipu Sultan Party,473
Karnataka,State,S10,11,Dharwad,VINOD DASHARATH GHODKE,"Proutist Bloc, India",411
Karnataka,State,S10,11,Dharwad,VENKATESH PRASAD. H,Indian Labour Party (Ambedkar Phule),337
Karnataka,State,S10,11,Dharwad,MOHAMMED ISMAIL MUKTI,Bharatiya Prajagala Kalyana Paksha,317
Karnataka,State,S10,11,Dharwad,NOTA,None of the Above,6147
Karnataka,State,S10,5,Gulbarga,RADHAKRISHNA,Indian National Congress,652321
Karnataka,State,S10,5,Gulbarga,DR. UMESH G JADHAV,Bharatiya Janata Party,625116
Karnataka,State,S10,5,Gulbarga,HUCHESHWARA WATHAR GOUR,Bahujan Samaj Party,7888
Karnataka,State,S10,5,Gulbarga,SUNDAR,Independent,3677
Karnataka,State,S10,5,Gulbarga,JYOTI RAMESH CHAVAN,Independent,2805
Karnataka,State,S10,5,Gulbarga,SHARANAPPA (PINTU),Independent,1884
Karnataka,State,S10,5,Gulbarga,TARABAI BHOVI,Independent,1550
Karnataka,State,S10,5,Gulbarga,RAMESH BHIMSING CHAVAN,Independent,1334
Karnataka,State,S10,5,Gulbarga,ANAND SINNUR,Independent,1280
Karnataka,State,S10,5,Gulbarga,NAGENDRA RAO,Uttama Prajaakeeya Party,1226
Karnataka,State,S10,5,Gulbarga,S.M.SHARMA,Socialist Unity Centre Of India (COMMUNIST),1144
Karnataka,State,S10,5,Gulbarga,RAJKUMAR,BhartiyaBahujanKranti Dal,709
Karnataka,State,S10,5,Gulbarga,VIJAY JADHAV,Karnataka Rashtra Samithi,560
Karnataka,State,S10,5,Gulbarga,B. VIJAYKUMAR CHINCHANSOORKAR,Prahar Janshakti Party,554
Karnataka,State,S10,5,Gulbarga,NOTA,None of the Above,8429
Karnataka,State,S10,16,Hassan,SHREYAS. M. PATEL,Indian National Congress,672988
Karnataka,State,S10,16,Hassan,PRAJWAL REVANNA,Janata Dal  (Secular),630339
Karnataka,State,S10,16,Hassan,GANGADHAR BAHUJAN,Bahujan Samaj Party,12173
Karnataka,State,S10,16,Hassan,DEVARAJ M.Y,Karnataka Rashtra Samithi,6057
Karnataka,State,S10,16,Hassan,H D REVANNA,Purvanchal Mahapanchayat,4272
Karnataka,State,S10,16,Hassan,BASAVARAJU J.D (EX-ARMY),Independent,4063
Karnataka,State,S10,16,Hassan,SANTHOSH B.N,Independent,3449
Karnataka,State,S10,16,Hassan,HEMANTH GAVEESH,Independent,3281
Karnataka,State,S10,16,Hassan,PRATHAPA K.A,Uttama Prajaakeeya Party,3250
Karnataka,State,S10,16,Hassan,S.K. NINGARAJA,Bahujan Bharat Party,1730
Karnataka,State,S10,16,Hassan,B.N. SURESHA (SURESHGOWDA),Independent,1418
Karnataka,State,S10,16,Hassan,SIDDABHOVI,Independent,987
Karnataka,State,S10,16,Hassan,SHIVARAJ. B,Republican Party of India Bharatha,848
Karnataka,State,S10,16,Hassan,R.G. SATHISHA RAMEDEVARAPURA,Independent,869
Karnataka,State,S10,16,Hassan,K.R. GANGADHARAPPA,Independent,742
Karnataka,State,S10,16,Hassan,NOTA,None of the Above,8541
Karnataka,State,S10,10,Haveri,BASAVARAJ BOMMAI,Bharatiya Janata Party,705538
Karnataka,State,S10,10,Haveri,ANANDSWAMY GADDADEVARMATH,Indian National Congress,662025
Karnataka,State,S10,10,Haveri,SUNANDA KARIYAPPA SHIRHATTI,Independent,4707
Karnataka,State,S10,10,Haveri,KHAJAMOHIDDIN GUDAGERI,Socialist Party (India),3401
Karnataka,State,S10,10,Haveri,GANGADHAR BADIGER,Socialist Unity Centre Of India (COMMUNIST),2270
Karnataka,State,S10,10,Haveri,RUDRAPPA BASAPPA KUMBAR,Independent,1356
Karnataka,State,S10,10,Haveri,BASAVARAJ B HADI,Independent,1071
Karnataka,State,S10,10,Haveri,PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,Uttama Prajaakeeya Party,1072
Karnataka,State,S10,10,Haveri,DR. G H IMRAPUR,Independent,953
Karnataka,State,S10,10,Haveri,JAGADISH YALLAPPA BANKAPURA,Independent,674
Karnataka,State,S10,10,Haveri,TANU CHIKKANNA YADAV,Karnataka Rashtra Samithi,636
Karnataka,State,S10,10,Haveri,H K NARASIMHAPPA,Samajwadi Janata Party(Karnataka),446
Karnataka,State,S10,10,Haveri,VISHWANATH SHEERI,Ekam Sanatan Bharat Dal,401
Karnataka,State,S10,10,Haveri,RASHEEDA BEGUM,Indian Movement Party,397
Karnataka,State,S10,10,Haveri,NOTA,None of the Above,10865
Karnataka,State,S10,28,Kolar,M. MALLESH BABU,Janata Dal  (Secular),691481
Karnataka,State,S10,28,Kolar,K V GOWTHAM,Indian National Congress,620093
Karnataka,State,S10,28,Kolar,SUMAN H N,Independent,6487
Karnataka,State,S10,28,Kolar,HOLUR SRINIVASA,Independent,6163
Karnataka,State,S10,28,Kolar,S B SURESHA,Bahujan Samaj Party,4732
Karnataka,State,S10,28,Kolar,K R DEVARAJA,Delhi Janta Party,4597
Karnataka,State,S10,28,Kolar,DR M. VENKATASWAMY,Independent,3354
Karnataka,State,S10,28,Kolar,R RANJITHKUMAR,Independent,2118
Karnataka,State,S10,28,Kolar,S N NARAYANASWAMY V,Independent,1985
Karnataka,State,S10,28,Kolar,D GOPALAKRISHNA,Socialist Party (India),1669
Karnataka,State,S10,28,Kolar,DEVARAJA A ALUSURUDINNE,Uttama Prajaakeeya Party,1354
Karnataka,State,S10,28,Kolar,M S BADARINARAYANA,Independent,1116
Karnataka,State,S10,28,Kolar,MAHESH A V,Karnataka Rashtra Samithi,1065
Karnataka,State,S10,28,Kolar,THIMMARAYAPPA,Republican Party of India (Karnataka),864
Karnataka,State,S10,28,Kolar,R RAJENDRA,Independent,751
Karnataka,State,S10,28,Kolar,M MUNIGANGAPPA,Independent,604
Karnataka,State,S10,28,Kolar,M  C HALLI VENU,Viduthalai Chiruthaigal Katchi,521
Karnataka,State,S10,28,Kolar,KRISHNAIAH N,Independent,443
Karnataka,State,S10,28,Kolar,NOTA,None of the Above,5831
Karnataka,State,S10,8,Koppal,K. RAJASHEKAR BASAVARAJ HITNAL,Indian National Congress,663511
Karnataka,State,S10,8,Koppal,DR . BASAVARAJ. K. SHARANAPPA,Bharatiya Janata Party,617154
Karnataka,State,S10,8,Koppal,MALLIKARJUN HADAPAD,Independent,7314
Karnataka,State,S10,8,Koppal,SHANKARA,Bahujan Samaj Party,7043
Karnataka,State,S10,8,Koppal,KARADI BASAVARAJ,Independent,5877
Karnataka,State,S10,8,Koppal,RUKMINI,Independent,5282
Karnataka,State,S10,8,Koppal,SURESH. GOUDA MUNDINAMANE,Independent,4642
Karnataka,State,S10,8,Koppal,NAGARAJ KALAL,Independent,1994
Karnataka,State,S10,8,Koppal,KALAPPA YACHRAPPA BADIGER VISHWAKARMA,Independent,1982
Karnataka,State,S10,8,Koppal,PA.YA. GANESH,Independent,1895
Karnataka,State,S10,8,Koppal,HANAMESH . S . H. SHAKHAPUR,Independent,1248
Karnataka,State,S10,8,Koppal,KAREEMPASHA GACHCHINMANI.,Independent,1238
Karnataka,State,S10,8,Koppal,ANNOJI RAO. G,Sarva Janata Party,1117
Karnataka,State,S10,8,Koppal,SHARANAPPA,Socialist Unity Centre Of India (COMMUNIST),1106
Karnataka,State,S10,8,Koppal,NIRUPADI K GOMARSI,Karnataka Rashtra Samithi,900
Karnataka,State,S10,8,Koppal,RAMZANBEE,All India Ulama Congress,806
Karnataka,State,S10,8,Koppal,D DURGA PRASAD BYATARAYANAJI,Challengers Party,799
Karnataka,State,S10,8,Koppal,C. SHARANA BASAPPA,Republican Party of India (Karnataka),776
Karnataka,State,S10,8,Koppal,IMAMSAB JANGLISAB MULLA,Independent,733
Karnataka,State,S10,8,Koppal,NOTA,None of the Above,3519
Karnataka,State,S10,20,Mandya,H.D. KUMARASWAMY,Janata Dal  (Secular),851881
Karnataka,State,S10,20,Mandya,VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress,567261
Karnataka,State,S10,20,Mandya,CHANDAN GOWDA. K,Independent,12394
Karnataka,State,S10,20,Mandya,SHIVASHANKARA. S,Bahujan Samaj Party,6964
Karnataka,State,S10,20,Mandya,RAMAIAH. D,Independent,3810
Karnataka,State,S10,20,Mandya,RANJITHA. N,Independent,2909
Karnataka,State,S10,20,Mandya,CHANDRASHEKARA. K.R (CHANDRU KEELARA),Karnataka Rashtra Samithi,1476
Karnataka,State,S10,20,Mandya,BUDAYYA. B.P,Karunaadu Party,1370
Karnataka,State,S10,20,Mandya,LOKESHA. S (AARYA LOKESH),Uttama Prajaakeeya Party,1163
Karnataka,State,S10,20,Mandya,BEERESH. C.T (SAINIKA BEERESH),Independent,931
Karnataka,State,S10,20,Mandya,N.BASAVARAJU,Independent,843
Karnataka,State,S10,20,Mandya,H.D. REVANNA,Purvanchal Mahapanchayat,590
Karnataka,State,S10,20,Mandya,CHANNAMAYIGOWDA,Independent,497
Karnataka,State,S10,20,Mandya,S.ARVIND,Independent,442
Karnataka,State,S10,20,Mandya,NOTA,None of the Above,7736
Karnataka,State,S10,21,Mysore,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Bharatiya Janata Party,795503
Karnataka,State,S10,21,Mysore,M. LAKSHMANA,Indian National Congress,656241
Karnataka,State,S10,21,Mysore,RANGASWAMY. M,Independent,4306
Karnataka,State,S10,21,Mysore,KADAMBA NAA AMBARISH,Karnataka Jantha Paksha,4080
Karnataka,State,S10,21,Mysore,A. S. SATHISH,Independent,3746
Karnataka,State,S10,21,Mysore,RAMAMURTHY. M,Independent,3605
Karnataka,State,S10,21,Mysore,RAJU,Independent,1949
Karnataka,State,S10,21,Mysore,PRAJAKEEYA LEELA SHIVAKUMAR,Uttama Prajaakeeya Party,1754
Karnataka,State,S10,21,Mysore,COMRADE SUNIL T. R,Socialist Unity Centre Of India (COMMUNIST),1560
Karnataka,State,S10,21,Mysore,H. K. KRISHNA,Karunaadu Party,1489
Karnataka,State,S10,21,Mysore,HARISH GOWDA,Socialist Party (India),976
Karnataka,State,S10,21,Mysore,P. S. YADURAPPA,Independent,878
Karnataka,State,S10,21,Mysore,AMBEDKAR. C. J,Independent,835
Karnataka,State,S10,21,Mysore,DARSHAN K PONNETI,Independent,764
Karnataka,State,S10,21,Mysore,M. S. PRAVEEN,Karnataka Rashtra Samithi,740
Karnataka,State,S10,21,Mysore,CHRISTOPHER RAJ KUMAR,Independent,544
Karnataka,State,S10,21,Mysore,DR. H. M. NANJUNDASWAMY,Samajwadi Janata Party(Karnataka),523
Karnataka,State,S10,21,Mysore,A. G. RAMACHANDRA RAO,Secular Democratic Congress,490
Karnataka,State,S10,21,Mysore,NOTA,None of the Above,4490
Karnataka,State,S10,6,Raichur,G. KUMAR NAIK.,Indian National Congress,670966
Karnataka,State,S10,6,Raichur,RAJA AMARESHWARA NAIK.,Bharatiya Janata Party,591185
Karnataka,State,S10,6,Raichur,S. NARASANNA GOUDA NAYAKA,Bahujan Samaj Party,9289
Karnataka,State,S10,6,Raichur,BASAVA PRABHU. MEDA,Karnataka Rashtra Samithi,5181
Karnataka,State,S10,6,Raichur,AMARESH,Independent,4465
Karnataka,State,S10,6,Raichur,YALLAMMA DALAPATHI,Independent,3634
Karnataka,State,S10,6,Raichur,MEDHAR SHAMRAO,Bhartiya Jan Samrat Party,2640
Karnataka,State,S10,6,Raichur,RAMALINGAPPA,Socialist Unity Centre Of India (COMMUNIST),2409
Karnataka,State,S10,6,Raichur,NOTA,None of the Above,9850
Karnataka,State,S10,14,Shimoga,B.Y.RAGHAVENDRA,Bharatiya Janata Party,778721
Karnataka,State,S10,14,Shimoga,GEETHA SHIVARAJKUMAR,Indian National Congress,535006
Karnataka,State,S10,14,Shimoga,K. S. ESHWARAPPA,Independent,30050
Karnataka,State,S10,14,Shimoga,BANDI,Independent,7266
Karnataka,State,S10,14,Shimoga,RAVIKUMARA N.,Independent,4552
Karnataka,State,S10,14,Shimoga,POOJA N. ANNAIAH,Independent,3457
Karnataka,State,S10,14,Shimoga,A.D. SHIVAPPA,Bahujan Samaj Party,2779
Karnataka,State,S10,14,Shimoga,N. V. NAVEEN KUMAR,Independent,1993
Karnataka,State,S10,14,Shimoga,ARUNA KANAHALLI,Uttama Prajaakeeya Party,1478
Karnataka,State,S10,14,Shimoga,E.H. NAYAK,Independent,954
Karnataka,State,S10,14,Shimoga,JOHN BENNY,Independent,867
Karnataka,State,S10,14,Shimoga,GANESH. B (BELLI),Independent,747
Karnataka,State,S10,14,Shimoga,D.S. ESHWARAPPA,Independent,695
Karnataka,State,S10,14,Shimoga,KUNAJE MANJUNATHA GOWDA,Independent,683
Karnataka,State,S10,14,Shimoga,S.K PRABHU,Karnataka Rashtra Samithi,617
Karnataka,State,S10,14,Shimoga,SHIVARUDRAIAH SWAMY,Independent,599
Karnataka,State,S10,14,Shimoga,IMTIYAZ A. ATTAR,Independent,442
Karnataka,State,S10,14,Shimoga,MOHAMMED YUSUF KHAN,Young Star Empowerment Party,404
Karnataka,State,S10,14,Shimoga,G. JAYADEVA,Independent,368
Karnataka,State,S10,14,Shimoga,CHANDRASHEKAR. H C,Independent,357
Karnataka,State,S10,14,Shimoga,P. SRIPATHI. BHAT,Independent,344
Karnataka,State,S10,14,Shimoga,SANDESH SHETTY. A,Independent,293
Karnataka,State,S10,14,Shimoga,H SURESH POOJARI,Independent,220
Karnataka,State,S10,14,Shimoga,NOTA,None of the Above,4332
Karnataka,State,S10,19,Tumkur,V. SOMANNA,Bharatiya Janata Party,720946
Karnataka,State,S10,19,Tumkur,S.P. MUDDAHANUMEGOWDA,Indian National Congress,545352
Karnataka,State,S10,19,Tumkur,J.K. SAMI,Independent,6775
Karnataka,State,S10,19,Tumkur,RAJASIMHA J. N.,Bahujan Samaj Party,5554
Karnataka,State,S10,19,Tumkur,S.N. SWAMY,Socialist Unity Centre Of India (COMMUNIST),4591
Karnataka,State,S10,19,Tumkur,RANGANATHA. R.S,Independent,3132
Karnataka,State,S10,19,Tumkur,MALLIKARJUNAIAH,Independent,1880
Karnataka,State,S10,19,Tumkur,SIDDARAMEGOWDA T. B,Independent,1646
Karnataka,State,S10,19,Tumkur,PRADEEP KUMAR DODDAMUDDEGOWDA,Karnataka Rashtra Samithi,1618
Karnataka,State,S10,19,Tumkur,H.L. MOHAN KUMAR,Independent,893
Karnataka,State,S10,19,Tumkur,PRAKASH. R.A. JAIN,Independent,863
Karnataka,State,S10,19,Tumkur,NEELAKANTESHA. H S,Independent,719
Karnataka,State,S10,19,Tumkur,R. PUSHPA,Independent,629
Karnataka,State,S10,19,Tumkur,B. DEVARAJ,Independent,499
Karnataka,State,S10,19,Tumkur,R. NARAYANAPPA,Independent,507
Karnataka,State,S10,19,Tumkur,DR. H.B.M. HIREMATH,Kannada  Paksha,477
Karnataka,State,S10,19,Tumkur,KAPANIGOWDA.,Independent,471
Karnataka,State,S10,19,Tumkur,BASAVARAJU. H.R,National Maha Sabha Party,439
Karnataka,State,S10,19,Tumkur,NOTA,None of the Above,6460
Karnataka,State,S10,15,UdupiChikmagalur,KOTA SRINIVAS POOJARY,Bharatiya Janata Party,732234
Karnataka,State,S10,15,UdupiChikmagalur,K. JAYAPRAKASH HEGDE,Indian National Congress,473059
Karnataka,State,S10,15,UdupiChikmagalur,K.T. RADHAKRISHNA,Bahujan Samaj Party,5417
Karnataka,State,S10,15,UdupiChikmagalur,SUDHEER KANCHAN MARAKALA,Independent,2286
Karnataka,State,S10,15,UdupiChikmagalur,SACHIN B.K,Uttama Prajaakeeya Party,1333
Karnataka,State,S10,15,UdupiChikmagalur,M. K. DAYANANDA,Proutist Sarva Samaj,1069
Karnataka,State,S10,15,UdupiChikmagalur,VIJAY KUMAR M. G,Independent,956
Karnataka,State,S10,15,UdupiChikmagalur,SUPREETH KUMAR POOJARY KATEEL,Janahitha Paksha,690
Karnataka,State,S10,15,UdupiChikmagalur,SHABAREESH,Karunada Sevakara Party,565
Karnataka,State,S10,15,UdupiChikmagalur,L. RANGANATH GOWDA,Karnataka Rashtra Samithi,540
Karnataka,State,S10,15,UdupiChikmagalur,NOTA,None of the Above,11269
Karnataka,State,S10,12,UttaraKannada,VISHWESHWAR HEGDE KAGERI,Bharatiya Janata Party,782495
Karnataka,State,S10,12,UttaraKannada,DR. ANJALI NIMBALKAR,Indian National Congress,445067
Karnataka,State,S10,12,UttaraKannada,RAJSHEKHAR. SHANKAR. HINDALAGI.,Independent,5397
Karnataka,State,S10,12,UttaraKannada,GANAPATI HEGDE,Socialist Unity Centre Of India (COMMUNIST),4472
Karnataka,State,S10,12,UttaraKannada,NIRANJAN UDAYSINH SIRDESAI,Independent,4169
Karnataka,State,S10,12,UttaraKannada,NAGARAJ. ANANT. SHIRALI.,Independent,2882
Karnataka,State,S10,12,UttaraKannada,CHIDANAND  HANUMANTHAPPA HARIJAN,Independent,1721
Karnataka,State,S10,12,UttaraKannada,PRAJAAKEEYA SUNIL,Uttama Prajaakeeya Party,1566
Karnataka,State,S10,12,UttaraKannada,VINAYAK NAIK,Karnataka Rashtra Samithi,1263
Karnataka,State,S10,12,UttaraKannada,K. P. PATIL,Independent,956
Karnataka,State,S10,12,UttaraKannada,KRISHNA BALEGAR,Independent,920
Karnataka,State,S10,12,UttaraKannada,ARAVIND GOWDA,Independent,904
Karnataka,State,S10,12,UttaraKannada,AVINASH. NARAYAN. PATIL.,Independent,773
Karnataka,State,S10,12,UttaraKannada,NOTA,None of the Above,10176
Kerala,State,S11,15,Alappuzha,K. C VENUGOPAL,Indian National Congress,404560
Kerala,State,S11,15,Alappuzha,A. M ARIFF,Communist Party of India  (Marxist),341047
Kerala,State,S11,15,Alappuzha,SOBHA SURENDRAN,Bharatiya Janata Party,299648
Kerala,State,S11,15,Alappuzha,MURALEEDHARAN KONCHERILLAM,Bahujan Samaj Party,1626
Kerala,State,S11,15,Alappuzha,ARJUNAN,Socialist Unity Centre Of India (COMMUNIST),1319
Kerala,State,S11,15,Alappuzha,VAYALAR RAJEEVAN,Bahujan Dravida Party,675
Kerala,State,S11,15,Alappuzha,ADV.K.M SHAJAHAN,Independent,682
Kerala,State,S11,15,Alappuzha,SHAJAHAN V.A.     S/O ABDUL AZEES,Independent,576
Kerala,State,S11,15,Alappuzha,SATHEESH SHENOI,Independent,482
Kerala,State,S11,15,Alappuzha,JAYAKRISHNAN P,Independent,385
Kerala,State,S11,15,Alappuzha,JYOTHI ABRAHAM,Independent,338
Kerala,State,S11,15,Alappuzha,NOTA,None of the Above,7365
Kerala,State,S11,9,Alathur,K.RADHAKRISHNAN,Communist Party of India  (Marxist),403447
Kerala,State,S11,9,Alathur,RAMYA HARIDAS,Indian National Congress,383336
Kerala,State,S11,9,Alathur,DR T N SARASU,Bharatiya Janata Party,188230
Kerala,State,S11,9,Alathur,HARI ARUMBIL,Bahujan Samaj Party,2871
Kerala,State,S11,9,Alathur,KRISHNANKUTTY KUNISSERY,Independent,2351
Kerala,State,S11,9,Alathur,NOTA,None of the Above,12033
Kerala,State,S11,19,Attingal,ADV ADOOR PRAKASH,Indian National Congress,328051
Kerala,State,S11,19,Attingal,V JOY,Communist Party of India  (Marxist),327367
