name_of_state_or_ut,type,state_ut_code,constituency_code,constituency_name,candidate_name,candidate_party,total_votes
Maharashtra,State,S13,21,Nashik,SUDHIR SHRIDHAR DESHMUKH,Independent,3167
Maharashtra,State,S13,21,Nashik,JITENDRA NARESH BHABHE (JITENDRA BHAVE),Independent,3132
Maharashtra,State,S13,21,Nashik,ARIF USMAN MANSURI,Independent,2543
Maharashtra,State,S13,21,Nashik,GANESH BALASAHEB BORASTE,Independent,2404
Maharashtra,State,S13,21,Nashik,JAYSHRI MAHENDRA PATIL,Sainik Samaj Party,2426
Maharashtra,State,S13,21,Nashik,SIDDHESHWARANAND SARASWATI,Independent,2388
Maharashtra,State,S13,21,Nashik,SUSHAMA ABHIJIT GORANE,Independent,2260
Maharashtra,State,S13,21,Nashik,KANTILAL KISAN JADHAV,Ambedkarite Party of India,2055
Maharashtra,State,S13,21,Nashik,CHANDRABHAN AABAJI PURKAR,Independent,1890
Maharashtra,State,S13,21,Nashik,YASHWANT VALU PARDHI,Bhartiya Asmita Party,1874
Maharashtra,State,S13,21,Nashik,KAILASH MARUTI CHAVAN,Aam Janta Party (India),1703
Maharashtra,State,S13,21,Nashik,KAMLAKAR BALASAHEB GAIKWAD,Dalit Soshit Pichhara Varg  Adhikar Dal,1646
Maharashtra,State,S13,21,Nashik,DHANAJI ASHOK TOPALE,Independent,1376
Maharashtra,State,S13,21,Nashik,BHAGYASHRI NITIN ADSUL,Indian Peoples Adhikar Party,1244
Maharashtra,State,S13,21,Nashik,SOPAN NIVRUTTI SOMWANSHI,Independent,1211
Maharashtra,State,S13,21,Nashik,ADV. ZUNJAR MHASUJI AVHAD,Bahujan Republican  Socialist Party,1210
Maharashtra,State,S13,21,Nashik,KOLAPPA HANUMANT DHOTRE,Independent,1200
Maharashtra,State,S13,21,Nashik,TILOTTAMA SUNIL JAGTAP,Independent,656
Maharashtra,State,S13,21,Nashik,DEEPAK GAIKWAD,Independent,642
Maharashtra,State,S13,21,Nashik,SACHINRAJE DATTATREYA DEORE,Independent,551
Maharashtra,State,S13,21,Nashik,DEVIDAS PIRAJI SARKATE,Independent,394
Maharashtra,State,S13,21,Nashik,NOTA,None of the Above,6185
Maharashtra,State,S13,40,Osmanabad,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,Shiv Sena (Uddhav Balasaheb Thackrey),748752
Maharashtra,State,S13,40,Osmanabad,ARCHANA RANAJAGJITSINH PATIL,Nationalist Congress Party,418906
Maharashtra,State,S13,40,Osmanabad,ANDHALKAR BHAUSAHEB RAOSAHEB,Vanchit Bahujan  Aaghadi,33402
Maharashtra,State,S13,40,Osmanabad,GOVARDHAN SUBRAO NIMBALKAR,Independent,18966
Maharashtra,State,S13,40,Osmanabad,DNYANESHWAR NAGANATHRAO KOLI,Samata Party,6472
Maharashtra,State,S13,40,Osmanabad,KAKASAHEB SANDIPAN KHOT,Independent,5715
Maharashtra,State,S13,40,Osmanabad,SANJAYKUMAR BHAGWAT WAGHMARE,Bahujan Samaj Party,5615
Maharashtra,State,S13,40,Osmanabad,KAKA FULCHAND KAMBLE,Independent,4811
Maharashtra,State,S13,40,Osmanabad,RAM HANUMANT SHENDAGE,Independent,3263
Maharashtra,State,S13,40,Osmanabad,UMAJI PANDURANG GAIKWAD,Independent,3095
Maharashtra,State,S13,40,Osmanabad,GORE NETAJI NAGNATH,Desh Janhit Party,2336
Maharashtra,State,S13,40,Osmanabad,HANUMANT LAXMAN BONDAR,Independent,2172
Maharashtra,State,S13,40,Osmanabad,NAVNATH DASHRATH UPALEKAR,Independent,2108
Maharashtra,State,S13,40,Osmanabad,SIDDIK IBRAHIM BAUDIWALE ALIAS GOLABHAI,All India Majlis-E-Ittehadul Muslimeen,2060
Maharashtra,State,S13,40,Osmanabad,ARJUN (DADA) SALGAR,Independent,1935
Maharashtra,State,S13,40,Osmanabad,ARYANRAJE KISANRAO SHINDE,Rashtriya Samaj Dal (R),1887
Maharashtra,State,S13,40,Osmanabad,SHAIKH NAUSHAD IQBAL,Swarajya Shakti Sena,1686
Maharashtra,State,S13,40,Osmanabad,SHAMRAO HARIBHAU PAWAR,Samnak Janta Party,1509
Maharashtra,State,S13,40,Osmanabad,YOGIRAJ ANANTA TAMBE,Independent,1336
Maharashtra,State,S13,40,Osmanabad,SOMNATH NANASAHEB KAMBLE,Independent,1268
Maharashtra,State,S13,40,Osmanabad,BHORE NITIN KHANDU,Independent,1204
Maharashtra,State,S13,40,Osmanabad,MANOHAR ANANDRAO PATIL,Independent,1190
Maharashtra,State,S13,40,Osmanabad,NAVNATH VISHWANATH DUDHAL,Vishva Shakti Party,1135
Maharashtra,State,S13,40,Osmanabad,NITESH SHIVAJI PAWAR,Hindrashtra Sangh,1079
Maharashtra,State,S13,40,Osmanabad,ADV. VISHVJEET VIJAYKUMAR SHINDE,Aadarsh Sangram Party,865
Maharashtra,State,S13,40,Osmanabad,SHAYANI NAVANATH JADHAV,Independent,782
Maharashtra,State,S13,40,Osmanabad,NITIN NAGNATH GAIKWAD,Independent,731
Maharashtra,State,S13,40,Osmanabad,ADV. BHAUSAHEB ANIL BELURE,Independent,677
Maharashtra,State,S13,40,Osmanabad,VILAS BHAGWAT GHADGE,Independent,610
Maharashtra,State,S13,40,Osmanabad,SAMEERSINGH RAMESHCHANDRA SALVI,Independent,594
Maharashtra,State,S13,40,Osmanabad,RAJKUMAR SAHEBRAO PATIL,Independent,593
Maharashtra,State,S13,40,Osmanabad,NOTA,None of the Above,4298
Maharashtra,State,S13,22,Palghar,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,601244
Maharashtra,State,S13,22,Palghar,BHARTI BHARAT KAMDI,Shiv Sena (Uddhav Balasaheb Thackrey),417938
Maharashtra,State,S13,22,Palghar,RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi,254517
Maharashtra,State,S13,22,Palghar,BHARAT SAMJI VANGA,Bahujan Samaj Party,15465
Maharashtra,State,S13,22,Palghar,MEENA KISHOR BHAD,Independent,14235
Maharashtra,State,S13,22,Palghar,VIJAYA RAJKUMAR MHATRE,Vanchit Bahujan  Aaghadi,10936
Maharashtra,State,S13,22,Palghar,MOHAN BARAKU GUHE,Bharat Adivasi Party,10761
Maharashtra,State,S13,22,Palghar,DINKAR DATTATRAYA WADHAN,Independent,10687
Maharashtra,State,S13,22,Palghar,AMAR KISAN KAVALE,Independent,9821
Maharashtra,State,S13,22,Palghar,COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag),7085
Maharashtra,State,S13,22,Palghar,NOTA,None of the Above,23385
Maharashtra,State,S13,17,Parbhani,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),601343
Maharashtra,State,S13,17,Parbhani,JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha,467282
Maharashtra,State,S13,17,Parbhani,PANJAB UTTAMRAO DAKH,Vanchit Bahujan  Aaghadi,95967
Maharashtra,State,S13,17,Parbhani,DR. GOVARDHAN BHIWAJI KHANDAGALE,Bahujan Bharat Party,15395
Maharashtra,State,S13,17,Parbhani,KAMBLE SHIVAJI DEVAJI,Independent,11060
Maharashtra,State,S13,17,Parbhani,ALAMGIR MOHAMMAD KHAN,Bahujan Samaj Party,11062
Maharashtra,State,S13,17,Parbhani,SAMIR GANESHRAO DUDHGAONKAR,Independent,11056
Maharashtra,State,S13,17,Parbhani,KRUSHNA TRIMBAKRAO PAWAR,Independent,10154
Maharashtra,State,S13,17,Parbhani,KAILAS BALIRAM PAWAR (NAIK),Baliraja Party,9520
Maharashtra,State,S13,17,Parbhani,PROF. DR. VILAS BANSIDHAR TANGADE,Independent,8820
Maharashtra,State,S13,17,Parbhani,ARJUN DNYANOBA BHISE,Independent,6923
Maharashtra,State,S13,17,Parbhani,COMRADE RAJAN KSHIRSAGAR,Communist Party of India,6649
Maharashtra,State,S13,17,Parbhani,KISHORKUMAR PRAKASH SHINDE,Independent,6548
Maharashtra,State,S13,17,Parbhani,KISHORE RADHAKISHAN DHAGE,Independent,5480
Maharashtra,State,S13,17,Parbhani,SAYED IRSHAD ALI SAYYED LAYAKH ALI,Social Democratic Party Of India,4644
Maharashtra,State,S13,17,Parbhani,DASHARATH PRABHKAR RATHOD,Maharashtra Vikas Aghadi,4394
Maharashtra,State,S13,17,Parbhani,KARBHARI KUNDLIK MITHE,Independent,4276
Maharashtra,State,S13,17,Parbhani,APPASAHEB OMKAR KADAM,Independent,3891
Maharashtra,State,S13,17,Parbhani,SHRIRAM BANSILAL JADHAV,Jai Sewalal Bahujan Vikas Party,3628
Maharashtra,State,S13,17,Parbhani,COMRADE GANPAT BHISE,Independent,3604
Maharashtra,State,S13,17,Parbhani,DNYANESHWAR JAGANNATH DAHIBHATE,Independent,3539
Maharashtra,State,S13,17,Parbhani,ANIL MANIKRAO MUDGALKAR,Independent,3533
Maharashtra,State,S13,17,Parbhani,GOVIND BHAIYYA RAMRAO DESHMUKH,Independent,3459
Maharashtra,State,S13,17,Parbhani,SUBHASH DATTARAV JAVLE,Independent,3434
Maharashtra,State,S13,17,Parbhani,RAJABHAU SHESHRAO KAKDE,Independent,3302
Maharashtra,State,S13,17,Parbhani,RAJENDRA RAMDAS ATKAL,Independent,2812
Maharashtra,State,S13,17,Parbhani,SAYYD ABDUL SATTAR AJIJ,Independent,2650
Maharashtra,State,S13,17,Parbhani,SHAIKH SALEEM SHAIKH IBRAHIM,All India Majlis-E-Inquilab-E-Millat,2619
Maharashtra,State,S13,17,Parbhani,SANGEETA VYAKANTRAO GIRI,Swarajya Shakti Sena,2339
Maharashtra,State,S13,17,Parbhani,ADV. VINOD CHHAGANRAO AMBHORE,Bahujan Mukti Party,2041
Maharashtra,State,S13,17,Parbhani,VIJAY ANNASAHEB THOMBARE,Independent,1959
Maharashtra,State,S13,17,Parbhani,VISHNUDAS SHIVAJI BHOSALE,Independent,1860
Maharashtra,State,S13,17,Parbhani,MUSTAFA MAINODDIN SHAIKH,Independent,1302
Maharashtra,State,S13,17,Parbhani,BOBADE SAKHARAM PADEGAONKAR,Independent,1246
Maharashtra,State,S13,17,Parbhani,NOTA,None of the Above,3385
Maharashtra,State,S13,34,Pune,MURLIDHAR MOHOL,Bharatiya Janata Party,584728
Maharashtra,State,S13,34,Pune,DHANGEKAR RAVINDRA HEMRAJ,Indian National Congress,461690
Maharashtra,State,S13,34,Pune,VASANT (TATYA) MORE,Vanchit Bahujan  Aaghadi,32012
Maharashtra,State,S13,34,Pune,RANPISE PRASHANT DADARAM,Bahujan Samaj Party,3974
Maharashtra,State,S13,34,Pune,CHORMALE SANDIP SOPAN,Independent,1645
Maharashtra,State,S13,34,Pune,GORAKH NARAYAN GHODKE,Independent,1451
Maharashtra,State,S13,34,Pune,KIRAN LAXMAN RAYKAR,Independent,1052
Maharashtra,State,S13,34,Pune,ANIS ARASHID SUNDAKE,All India Majlis-E-Ittehadul Muslimeen,860
Maharashtra,State,S13,34,Pune,SACHIN DATTATRAY DHANKUDE,Independent,789
Maharashtra,State,S13,34,Pune,YUVRAJ CHANDRAKANT  LIMBOLE,Right to Recall Party,698
Maharashtra,State,S13,34,Pune,DR. DEVYANI PANDIT,Independent,650
Maharashtra,State,S13,34,Pune,NARENDRA DNYANESHWAR PAWTEKAR,Independent,534
Maharashtra,State,S13,34,Pune,SAGAR SAMBHAJI PORE,Independent,515
Maharashtra,State,S13,34,Pune,SURESH DNYANOBA PATIL,Sainik Samaj Party,437
Maharashtra,State,S13,34,Pune,AMBORE MANJUNATH MARUTI,Independent,433
Maharashtra,State,S13,34,Pune,ASHWINI PRATIBHA KHAIRNAR,Independent,415
Maharashtra,State,S13,34,Pune,VIJAY VINAYAK JAGTAP,Independent,382
Maharashtra,State,S13,34,Pune,HEMANT BABURAV KOLEKAR ALIAS HEMANT PATIL,Apni Prajahit Party,375
Maharashtra,State,S13,34,Pune,NEERAJ SUNIL KAMTHAN,Hindu Samaj Party,351
Maharashtra,State,S13,34,Pune,MANOJ LAXMAN VETAL,Bhim Sena,352
Maharashtra,State,S13,34,Pune,KAMBLE MILIND,Bahujan Samaj Party  (Ambedkar),347
Maharashtra,State,S13,34,Pune,CHANDRAKANT PARMESHWAR SAWANT,Independent,314
Maharashtra,State,S13,34,Pune,SHABBIR SAJJANBHAI TAMBOLI,Independent,313
Maharashtra,State,S13,34,Pune,SANJAY LAXMAN KENDALE,Independent,311
Maharashtra,State,S13,34,Pune,JOHNSON VASANT KOLHAPURE,Independent,305
Maharashtra,State,S13,34,Pune,ADV. YOGESH MAKANE,Independent,299
Maharashtra,State,S13,34,Pune,SUBROTO ROY,Ekam Sanatan Bharat Dal,294
Maharashtra,State,S13,34,Pune,DR. BALASAHEB ARJUN POL,Independent,259
Maharashtra,State,S13,34,Pune,VIJAYALAXMI SHRIKANT SINDAGI,Rashtriya Maratha Party,240
Maharashtra,State,S13,34,Pune,MAHESH DASHRATH MHASKE,Independent,231
Maharashtra,State,S13,34,Pune,YABES ALIAS AMOL SHAMUVEL TUJARE,Independent,223
Maharashtra,State,S13,34,Pune,VIJAY PANDURANGRAO DESHMUKH (DABADGAONKAR),Independent,185
Maharashtra,State,S13,34,Pune,BABA SALIM SAYYED,Independent,164
Maharashtra,State,S13,34,Pune,BAGBAN SALEEM ABDUL RAZZAQUE,Independent,146
Maharashtra,State,S13,34,Pune,ZNYOSHO VIJAYPRAKASH,Independent,138
Maharashtra,State,S13,34,Pune,NOTA,None of the Above,7460
Maharashtra,State,S13,32,Raigad,TATKARE SUNIL DATTATREY,Nationalist Congress Party,508352
Maharashtra,State,S13,32,Raigad,ANANT GEETE,Shiv Sena (Uddhav Balasaheb Thackrey),425568
Maharashtra,State,S13,32,Raigad,KUMUDINI RAVINDRA CHAVAN,Vanchit Bahujan  Aaghadi,19618
Maharashtra,State,S13,32,Raigad,SHRINIVAS SATYANARAYAN MATTAPARTI,Independent,9394
Maharashtra,State,S13,32,Raigad,AMIT SHRIPAL KAWADE,Independent,5634
Maharashtra,State,S13,32,Raigad,ANANT BALOJI GITE,Independent,3515
Maharashtra,State,S13,32,Raigad,NITIN JAGANNATH MAYEKAR,Independent,2560
Maharashtra,State,S13,32,Raigad,CHAULE PANDURANG DAMODAR,Independent,2417
Maharashtra,State,S13,32,Raigad,ANANT PADMA GITE,Independent,2040
Maharashtra,State,S13,32,Raigad,COL PRAKASHRAO CHAVAN,Bharatheeya Jawan Kisan Party,1939
Maharashtra,State,S13,32,Raigad,KOLI MANGESH PADMAKAR,Independent,1820
Maharashtra,State,S13,32,Raigad,ADV AJAY UPADHYE,Independent,1795
Maharashtra,State,S13,32,Raigad,ANJANI ASHWIN KELKAR,Independent,1350
Maharashtra,State,S13,32,Raigad,NOTA,None of the Above,27270
Maharashtra,State,S13,9,Ramtek,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,613025
Maharashtra,State,S13,9,Ramtek,RAJU DEONATH PARVE,Shiv Sena,536257
Maharashtra,State,S13,9,Ramtek,SANDIP SAHADEO MESHRAM,Bahujan Samaj Party,26098
Maharashtra,State,S13,9,Ramtek,KISHORE  UTTAMRAO GAJBHIYE,Independent,24383
Maharashtra,State,S13,9,Ramtek,AJAY BAKARAM CHAVAN,Independent,6026
Maharashtra,State,S13,9,Ramtek,SANVIDHAN G LOKHANDE,Baliraja Party,5814
Maharashtra,State,S13,9,Ramtek,ROSHANI ATUL GAJBHIYE,Gondvana Gantantra Party,5137
Maharashtra,State,S13,9,Ramtek,GOWARDHAN DEORAO KUMBHARE,Viro Ke Vir Indian Party,3766
Maharashtra,State,S13,9,Ramtek,ARVIND SHIVAJI TANDEKAR,Independent,3215
Maharashtra,State,S13,9,Ramtek,SANJAY VASANTRAO BORKAR,Maharashtra Vikas Aghadi,1992
Maharashtra,State,S13,9,Ramtek,SHANKAR CHINTAMAN CHAHANDE,Vanchit Bahujan  Aaghadi,1884
Maharashtra,State,S13,9,Ramtek,ADV BHIMRAO SHENDE,Bahujan Republican  Socialist Party,1818
Maharashtra,State,S13,9,Ramtek,GAIKWAD MANJUSHA SACHIN,Akhil Bhartiya Parivar Party,1773
Maharashtra,State,S13,9,Ramtek,ASHISH BHAURAO SARODE,Bhim Sena,1620
Maharashtra,State,S13,9,Ramtek,PRAMOD SHRIPAT KHOBRAGADE,Ambedkarite Party of India,1340
Maharashtra,State,S13,9,Ramtek,UMESH RAJU  KHADSE,Rashtra Samarpan Party,1229
Maharashtra,State,S13,9,Ramtek,SIDDHARTH GADIJI PATIL,Peoples Party of India (Democratic),977
Maharashtra,State,S13,9,Ramtek,PREMKUMAR DASHRATH GAJBHARE,Independent,925
Maharashtra,State,S13,9,Ramtek,RIDDHESHWAR ANANDRAO BELEY,Republican Party of India (A),913
Maharashtra,State,S13,9,Ramtek,BHOJRAJ TUKARAM SARODE,Jay Vidarbha Party,888
Maharashtra,State,S13,9,Ramtek,VILAS SHRIPAT KHADSE,Independent,860
Maharashtra,State,S13,9,Ramtek,SUBHASH LOKHANDE,Independent,850
Maharashtra,State,S13,9,Ramtek,KARTIK GENDLALJI DOKE,Independent,847
Maharashtra,State,S13,9,Ramtek,ADV ULHAS SHALIKRAM DUPARE,Independent,781
Maharashtra,State,S13,9,Ramtek,LAROKAR SURESH PUNDLIK,Independent,698
Maharashtra,State,S13,9,Ramtek,SUNIL UTTAMRAO SALVE,Independent,651
Maharashtra,State,S13,9,Ramtek,GOWARDHAN NAMDEO SOMDEVE,Independent,511
Maharashtra,State,S13,9,Ramtek,VILAS GANESH ZODAPE,Independent,407
Maharashtra,State,S13,9,Ramtek,NOTA,None of the Above,7827
Maharashtra,State,S13,46,Ratnagiri-Sindhudurg,NARAYAN TATU RANE,Bharatiya Janata Party,448514
Maharashtra,State,S13,46,Ratnagiri-Sindhudurg,VINAYAK BHAURAO RAUT,Shiv Sena (Uddhav Balasaheb Thackrey),400656
Maharashtra,State,S13,46,Ratnagiri-Sindhudurg,VINAYAK LAVU RAUT,Independent,15826
Maharashtra,State,S13,46,Ratnagiri-Sindhudurg,MARUTI RAMACHANDRA JOSHI,Vanchit Bahujan  Aaghadi,10039
Maharashtra,State,S13,46,Ratnagiri-Sindhudurg,AAYARE RAJENDRA LAHU,Bahujan Samaj Party,7856
Maharashtra,State,S13,46,Ratnagiri-Sindhudurg,SHAKIL SAWANT,Independent,6395
Maharashtra,State,S13,46,Ratnagiri-Sindhudurg,TAMBADE AMRUT ANANT (RAJAPURKAR),Independent,5582
Maharashtra,State,S13,46,Ratnagiri-Sindhudurg,ASHOK GANGARAM PAWAR,Bahujan Mukti Party,5280
Maharashtra,State,S13,46,Ratnagiri-Sindhudurg,SURESH GOVINDRAO SHINDE,Sainik Samaj Party,2247
Maharashtra,State,S13,46,Ratnagiri-Sindhudurg,NOTA,None of the Above,11643
Maharashtra,State,S13,4,Raver,KHADSE RAKSHA NIKHIL,Bharatiya Janata Party,630879
Maharashtra,State,S13,4,Raver,SHRIRAM DAYARAM PATIL,Nationalist Congress Party – Sharadchandra Pawar,358696
Maharashtra,State,S13,4,Raver,ER. SANJAY PANDIT BRAMHANE,Vanchit Bahujan  Aaghadi,59120
Maharashtra,State,S13,4,Raver,EKNATH NAGO SALUNKE,Independent,43982
Maharashtra,State,S13,4,Raver,GULAB DAYARAM BHIL,Bharat Adivasi Party,9644
Maharashtra,State,S13,4,Raver,MAMTA ALIAS MUMTAJ BHIKARI TADVI,Independent,7884
Maharashtra,State,S13,4,Raver,VIJAY RAMKRUSHNA KALE,Bahujan Samaj Party,7577
Maharashtra,State,S13,4,Raver,VASANT SHANKAR KOLTE,Independent,6718
Maharashtra,State,S13,4,Raver,PRAVIN LAXMAN PATIL,Independent,6092
Maharashtra,State,S13,4,Raver,YUVRAJ DEVSING BARELA,Independent,5135
Maharashtra,State,S13,4,Raver,ASHOK BABURAO JADHAV,Peoples Party of India (Democratic),4690
Maharashtra,State,S13,4,Raver,SHRIRAM SITARAM PATIL,Independent,4269
Maharashtra,State,S13,4,Raver,JITENDRA PANDURANG PATIL,Independent,3587
Maharashtra,State,S13,4,Raver,SANJAY PRALHAD KANDELKAR,Independent,2961
Maharashtra,State,S13,4,Raver,SAGAR PRABHAKAR PATIL,Independent,2935
Maharashtra,State,S13,4,Raver,SANJAYKUMAR LAXMAN WANKHEDE,Republican Party of India (Social),2282
Maharashtra,State,S13,4,Raver,ANIL PITAMBAR WAGH (SIR),Independent,2278
Maharashtra,State,S13,4,Raver,PROF. DR. ASHISH SUBHASH JADHAV,Independent,1927
Maharashtra,State,S13,4,Raver,BHIVRAJ RAMDAS RAYSINGE,Independent,1809
Maharashtra,State,S13,4,Raver,KOMALBAI BAPURAO PATIL,Independent,1429
Maharashtra,State,S13,4,Raver,SHAIKH AABID SHAIKH BASHIR,Independent,1040
Maharashtra,State,S13,4,Raver,AMIT HARIBHAU KOLTE,Independent,981
Maharashtra,State,S13,4,Raver,DR. YOGENDRA VITTHAL KOLTE,Independent,902
Maharashtra,State,S13,4,Raver,SHRIRAM OMKAR PATIL,Independent,749
Maharashtra,State,S13,4,Raver,NOTA,None of the Above,4100
Maharashtra,State,S13,44,Sangli,VISHAL (DADA) PRAKASHBAPU PATIL,Independent,571666
Maharashtra,State,S13,44,Sangli,SANJAY (KAKA) PATIL,Bharatiya Janata Party,471613
Maharashtra,State,S13,44,Sangli,CHANDRAHAR SUBHASH PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),60860
Maharashtra,State,S13,44,Sangli,ALLAUDDIN HAYATCHAND KAZI,Independent,9282
Maharashtra,State,S13,44,Sangli,PRAKASH SHIVAJIRAO SHENDGE,Independent,8251
Maharashtra,State,S13,44,Sangli,PANDURANG RAOSAHEB BHOSALE,Bharatheeya Jawan Kisan Party,5565
Maharashtra,State,S13,44,Sangli,TIPUSULATAN SIKANDAR PATAVEGAR,Bahujan Samaj Party,5560
Maharashtra,State,S13,44,Sangli,MAHESH YASHWANT KHARADE,Swabhimani Paksha,5521
Maharashtra,State,S13,44,Sangli,RAVINDRA CHANDAR SOLANKAR,Independent,3658
Maharashtra,State,S13,44,Sangli,ANAND SHANKAR NALAGE,Baliraja Party,3540
Maharashtra,State,S13,44,Sangli,SHASHIKANT GAUTAM DESHMUKH,Independent,3155
Maharashtra,State,S13,44,Sangli,SATISH LALITA KRISHNA KADAM,Hindustan Janta Party,2859
Maharashtra,State,S13,44,Sangli,SUWARNATAI SUDHAKAR GAYAKWAD,Independent,1937
Maharashtra,State,S13,44,Sangli,DATTATRAY PANDIT PATIL,Independent,1469
Maharashtra,State,S13,44,Sangli,TOUHID ILAHI MOMIN,Independent,1460
Maharashtra,State,S13,44,Sangli,AJIT DHANAJI KHANDARE,Independent,1398
Maharashtra,State,S13,44,Sangli,BANDAGAR NANASO BALASO,Independent,1300
Maharashtra,State,S13,44,Sangli,JALINDAR MACHINDRA THOMAKE,Independent,1260
Maharashtra,State,S13,44,Sangli,SANGRAM RAJARAM MORE,Independent,1011
Maharashtra,State,S13,44,Sangli,DR AKASH VHATKAR,Independent,814
Maharashtra,State,S13,44,Sangli,NOTA,None of the Above,6565
Maharashtra,State,S13,45,Satara,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,571134
Maharashtra,State,S13,45,Satara,SHASHIKANT JAYVANTRAO SHINDE,Nationalist Congress Party – Sharadchandra Pawar,538363
Maharashtra,State,S13,45,Satara,GADE SANJAY KONDIBA,Independent,37062
Maharashtra,State,S13,45,Satara,KADAM PRASHANT RAGHUNATH,Vanchit Bahujan  Aaghadi,11912
Maharashtra,State,S13,45,Satara,ANAND RAMESH THORWADE,Bahujan Samaj Party,6485
Maharashtra,State,S13,45,Satara,KORDE SURESHRAO DINKAR,Independent,4712
Maharashtra,State,S13,45,Satara,MARUTI DHONDIRAM JANKAR,Independent,3951
Maharashtra,State,S13,45,Satara,SEEMA SUNIL POTDAR,Independent,3458
Maharashtra,State,S13,45,Satara,VISHWAJIT PATIL UNDALKAR,Independent,3438
Maharashtra,State,S13,45,Satara,NIVRUTTI KERU SHINDE,Independent,2674
Maharashtra,State,S13,45,Satara,SAYAJI GANPAT WAGHMARE,Bahujan Republican  Socialist Party,2501
Maharashtra,State,S13,45,Satara,SACHIN SUBHASH MAHAJAN,Independent,2015
Maharashtra,State,S13,45,Satara,DR ABHIJEET WAMANRAO AWADE BICHUKALE,Independent,1395
Maharashtra,State,S13,45,Satara,TUSHAR VIJAY MOTLING,Bahujan Mukti Party,1301
Maharashtra,State,S13,45,Satara,PRATIBHA SHELAR,Independent,1123
Maharashtra,State,S13,45,Satara,BAGAL SADASHIV SAHEBRAO,Independent,958
Maharashtra,State,S13,45,Satara,NOTA,None of the Above,5522
Maharashtra,State,S13,38,Shirdi,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),476900
Maharashtra,State,S13,38,Shirdi,LOKHANDE SADASHIV KISAN,Shiv Sena,426371
Maharashtra,State,S13,38,Shirdi,UTKARSHA PREMANAND RUPWATE,Vanchit Bahujan  Aaghadi,90929
Maharashtra,State,S13,38,Shirdi,BHAUSAHEB RAMNATH WAKCHAURE,Independent,14006
Maharashtra,State,S13,38,Shirdi,RAMCHANDRA NAMDEV JADHAV,Bahujan Samaj Party,7040
Maharashtra,State,S13,38,Shirdi,RAVINDRA KALLAYYA SWAMY,Independent,5537
Maharashtra,State,S13,38,Shirdi,ABHIJEET ASHOKRAO POTE,Independent,4776
Maharashtra,State,S13,38,Shirdi,BHARAT SAMBHAJI BHOSLE,Samata Party,3403
Maharashtra,State,S13,38,Shirdi,SATISH BHIVA PAWAR,Independent,2771
Maharashtra,State,S13,38,Shirdi,GANGADHAR RAJARAM KADAM,Independent,2757
Maharashtra,State,S13,38,Shirdi,BAGUL GORAKSHA TANHAJI,Independent,2660
Maharashtra,State,S13,38,Shirdi,PRASHANT VASANT NIKAM,Independent,2545
Maharashtra,State,S13,38,Shirdi,ADV NITIN DADAHARI POL,Bahujan Bharat Party,2532
Maharashtra,State,S13,38,Shirdi,RAJENDRA RATNAKAR WAGHMARE,Rashtriya Jankranti Party,2505
Maharashtra,State,S13,38,Shirdi,ADV SIDHARTH DEEPAK BODHAK,Independent,2204
Maharashtra,State,S13,38,Shirdi,CHANDRAKANT SAMBHAJI DONDE,Independent,2080
Maharashtra,State,S13,38,Shirdi,ASHOK RAMCHANDRA ALHAT,Independent,1798
Maharashtra,State,S13,38,Shirdi,KHAJEKAR VIJAYRAO GOVINDRAO,Independent,1557
Maharashtra,State,S13,38,Shirdi,KHARAT NACHIKET RAGHUNATH,Independent,1150
Maharashtra,State,S13,38,Shirdi,SANJAY POPAT BHALERAO,Independent,963
Maharashtra,State,S13,38,Shirdi,NOTA,None of the Above,5380
Maharashtra,State,S13,36,Shirur,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,698692
Maharashtra,State,S13,36,Shirur,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,557741
Maharashtra,State,S13,36,Shirur,MANOHAR MAHADU WADEKAR,Independent,28330
Maharashtra,State,S13,36,Shirur,DR. ANWAR SHAIKH,Vanchit Bahujan  Aaghadi,17462
Maharashtra,State,S13,36,Shirur,RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,10295
Maharashtra,State,S13,36,Shirur,CHANDGUDE VINOD VASANT,Independent,8078
Maharashtra,State,S13,36,Shirur,GORAKSH KASABE,Independent,4915
Maharashtra,State,S13,36,Shirur,ADV. DR. LAXMAN RAMBHAU DAMSE,Bharat Adivasi Party,4136
Maharashtra,State,S13,36,Shirur,GAIKWAD NILOBA CHANGADEO,Independent,3571
