state_ut_code,constituency_code,constituency_name,candidate_name,candidate_party,total_votes
S13,4,Raver,PRAVIN LAXMAN PATIL,Independent,6092
S13,4,Raver,YUVRAJ DEVSING BARELA,Independent,5135
S13,4,Raver,ASHOK BABURAO JADHAV,Peoples Party of India (Democratic),4690
S13,4,Raver,SHRIRAM SITARAM PATIL,Independent,4269
S13,4,Raver,JITENDRA PANDURANG PATIL,Independent,3587
S13,4,Raver,SANJAY PRALHAD KANDELKAR,Independent,2961
S13,4,Raver,SAGAR PRABHAKAR PATIL,Independent,2935
S13,4,Raver,SANJAYKUMAR LAXMAN WANKHEDE,Republican Party of India (Social),2282
S13,4,Raver,ANIL PITAMBAR WAGH (SIR),Independent,2278
S13,4,Raver,PROF. DR. ASHISH SUBHASH JADHAV,Independent,1927
S13,4,Raver,BHIVRAJ RAMDAS RAYSINGE,Independent,1809
S13,4,Raver,KOMALBAI BAPURAO PATIL,Independent,1429
S13,4,Raver,SHAIKH AABID SHAIKH BASHIR,Independent,1040
S13,4,Raver,AMIT HARIBHAU KOLTE,Independent,981
S13,4,Raver,DR. YOGENDRA VITTHAL KOLTE,Independent,902
S13,4,Raver,SHRIRAM OMKAR PATIL,Independent,749
S13,4,Raver,NOTA,None of the Above,4100
S13,44,Sangli,VISHAL (DADA) PRAKASHBAPU PATIL,Independent,571666
S13,44,Sangli,SANJAY (KAKA) PATIL,Bharatiya Janata Party,471613
S13,44,Sangli,CHANDRAHAR SUBHASH PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),60860
S13,44,Sangli,ALLAUDDIN HAYATCHAND KAZI,Independent,9282
S13,44,Sangli,PRAKASH SHIVAJIRAO SHENDGE,Independent,8251
S13,44,Sangli,PANDURANG RAOSAHEB BHOSALE,Bharatheeya Jawan Kisan Party,5565
S13,44,Sangli,TIPUSULATAN SIKANDAR PATAVEGAR,Bahujan Samaj Party,5560
S13,44,Sangli,MAHESH YASHWANT KHARADE,Swabhimani Paksha,5521
S13,44,Sangli,RAVINDRA CHANDAR SOLANKAR,Independent,3658
S13,44,Sangli,ANAND SHANKAR NALAGE,Baliraja Party,3540
S13,44,Sangli,SHASHIKANT GAUTAM DESHMUKH,Independent,3155
S13,44,Sangli,SATISH LALITA KRISHNA KADAM,Hindustan Janta Party,2859
S13,44,Sangli,SUWARNATAI SUDHAKAR GAYAKWAD,Independent,1937
S13,44,Sangli,DATTATRAY PANDIT PATIL,Independent,1469
S13,44,Sangli,TOUHID ILAHI MOMIN,Independent,1460
S13,44,Sangli,AJIT DHANAJI KHANDARE,Independent,1398
S13,44,Sangli,BANDAGAR NANASO BALASO,Independent,1300
S13,44,Sangli,JALINDAR MACHINDRA THOMAKE,Independent,1260
S13,44,Sangli,SANGRAM RAJARAM MORE,Independent,1011
S13,44,Sangli,DR AKASH VHATKAR,Independent,814
S13,44,Sangli,NOTA,None of the Above,6565
S13,45,Satara,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,571134
S13,45,Satara,SHASHIKANT JAYVANTRAO SHINDE,Nationalist Congress Party – Sharadchandra Pawar,538363
S13,45,Satara,GADE SANJAY KONDIBA,Independent,37062
S13,45,Satara,KADAM PRASHANT RAGHUNATH,Vanchit Bahujan  Aaghadi,11912
S13,45,Satara,ANAND RAMESH THORWADE,Bahujan Samaj Party,6485
S13,45,Satara,KORDE SURESHRAO DINKAR,Independent,4712
S13,45,Satara,MARUTI DHONDIRAM JANKAR,Independent,3951
S13,45,Satara,SEEMA SUNIL POTDAR,Independent,3458
S13,45,Satara,VISHWAJIT PATIL UNDALKAR,Independent,3438
S13,45,Satara,NIVRUTTI KERU SHINDE,Independent,2674
S13,45,Satara,SAYAJI GANPAT WAGHMARE,Bahujan Republican  Socialist Party,2501
S13,45,Satara,SACHIN SUBHASH MAHAJAN,Independent,2015
S13,45,Satara,DR ABHIJEET WAMANRAO AWADE BICHUKALE,Independent,1395
S13,45,Satara,TUSHAR VIJAY MOTLING,Bahujan Mukti Party,1301
S13,45,Satara,PRATIBHA SHELAR,Independent,1123
S13,45,Satara,BAGAL SADASHIV SAHEBRAO,Independent,958
S13,45,Satara,NOTA,None of the Above,5522
S13,38,Shirdi,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),476900
S13,38,Shirdi,LOKHANDE SADASHIV KISAN,Shiv Sena,426371
S13,38,Shirdi,UTKARSHA PREMANAND RUPWATE,Vanchit Bahujan  Aaghadi,90929
S13,38,Shirdi,BHAUSAHEB RAMNATH WAKCHAURE,Independent,14006
S13,38,Shirdi,RAMCHANDRA NAMDEV JADHAV,Bahujan Samaj Party,7040
S13,38,Shirdi,RAVINDRA KALLAYYA SWAMY,Independent,5537
S13,38,Shirdi,ABHIJEET ASHOKRAO POTE,Independent,4776
S13,38,Shirdi,BHARAT SAMBHAJI BHOSLE,Samata Party,3403
S13,38,Shirdi,SATISH BHIVA PAWAR,Independent,2771
S13,38,Shirdi,GANGADHAR RAJARAM KADAM,Independent,2757
S13,38,Shirdi,BAGUL GORAKSHA TANHAJI,Independent,2660
S13,38,Shirdi,PRASHANT VASANT NIKAM,Independent,2545
S13,38,Shirdi,ADV NITIN DADAHARI POL,Bahujan Bharat Party,2532
S13,38,Shirdi,RAJENDRA RATNAKAR WAGHMARE,Rashtriya Jankranti Party,2505
S13,38,Shirdi,ADV SIDHARTH DEEPAK BODHAK,Independent,2204
S13,38,Shirdi,CHANDRAKANT SAMBHAJI DONDE,Independent,2080
S13,38,Shirdi,ASHOK RAMCHANDRA ALHAT,Independent,1798
S13,38,Shirdi,KHAJEKAR VIJAYRAO GOVINDRAO,Independent,1557
S13,38,Shirdi,KHARAT NACHIKET RAGHUNATH,Independent,1150
S13,38,Shirdi,SANJAY POPAT BHALERAO,Independent,963
S13,38,Shirdi,NOTA,None of the Above,5380
S13,36,Shirur,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,698692
S13,36,Shirur,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,557741
S13,36,Shirur,MANOHAR MAHADU WADEKAR,Independent,28330
S13,36,Shirur,DR. ANWAR SHAIKH,Vanchit Bahujan  Aaghadi,17462
S13,36,Shirur,RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,10295
S13,36,Shirur,CHANDGUDE VINOD VASANT,Independent,8078
S13,36,Shirur,GORAKSH KASABE,Independent,4915
S13,36,Shirur,ADV. DR. LAXMAN RAMBHAU DAMSE,Bharat Adivasi Party,4136
S13,36,Shirur,GAIKWAD NILOBA CHANGADEO,Independent,3571
S13,36,Shirur,UMESH MAHADEV MHETRE,Independent,3499
S13,36,Shirur,ADV.SWAPNIL BHAUSAHEB SHELAR,Independent,2667
S13,36,Shirur,AMOL VILAS PACHUNDKAR,Independent,2388
S13,36,Shirur,ASLAM ISAK BAGWAN,Lok Sena Party,2350
S13,36,Shirur,KAMBLE TRIMBAK NARAYAN,Baliraja Party,2227
S13,36,Shirur,SUBASH KASHINATH SARODE,Independent,2161
S13,36,Shirur,CHAAYA SANJAY JAGDALE-SOLANKE,Independent,1830
S13,36,Shirur,SUSHIL DNYANDEV KANSE,Independent,1732
S13,36,Shirur,NARAYAN PRABHAKAR ANKUSHE,Bharatheeya Jawan Kisan Party,1284
S13,36,Shirur,BHOR VIKAS ROHIDAS,Independent,1147
S13,36,Shirur,DADA ALIAS VIKAS SURESH KASBE,Independent,1106
S13,36,Shirur,SURAJ CHANDRAKANT GAIKWAD,Independent,938
S13,36,Shirur,SWAPNIL DHANAJI LONDHE,Bhim Sena,914
S13,36,Shirur,AMAR MACHINDRA BORHADE,Independent,888
S13,36,Shirur,RAVINDRA MOTIRAM SIRSAM,Independent,870
S13,36,Shirur,TUKARAM NAMDEO DAPHAL,Sainik Samaj Party,882
S13,36,Shirur,PANDURANG BHAGWAN WAGHOLE,Independent,819
S13,36,Shirur,SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha),784
S13,36,Shirur,HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party,723
S13,36,Shirur,SALIM BABA SAYYAD,Independent,671
S13,36,Shirur,PRAKASH SUKHADEO JAMDHADE,Independent,603
S13,36,Shirur,WAKHARE PRADIP PANDURANG,Independent,574
S13,36,Shirur,RAHUL ARJUN HORE,Independent,526
S13,36,Shirur,NOTA,None of the Above,9661
S13,42,Solapur,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,620225
S13,42,Solapur,RAM VITTHAL SATPUTE,Bharatiya Janata Party,546028
S13,42,Solapur,AATISH MOHAN BANSODE,Independent,10507
S13,42,Solapur,BABLU SIDRAM GAIKWAD,Bahujan Samaj Party,5268
S13,42,Solapur,SHRIVIDYADURGADEVI MAULAPPA KURANE,Independent,3493
S13,42,Solapur,RAMESH BHIMRAO SHIKHARE,Independent,3146
S13,42,Solapur,PROF DR ARJUN GENA OHOL,Bahujan Mukti Party,2654
S13,42,Solapur,BHANTENAAGAMURTI MOULAPPA KURANE,Independent,1554
S13,42,Solapur,SUNILKUMAR TUKARAM SHINDE,Independent,1480
S13,42,Solapur,YUGANDHAR CHANDRAKANT THOKALE,Peoples Party of India (Democratic),1125
S13,42,Solapur,PARMESHWAR PANDURANG GEJAGE,Independent,886
S13,42,Solapur,ADV VIKRAM UTTAM KASABE,Independent,846
S13,42,Solapur,UGHADE VIJAYKUMAR BHAGWAN,Independent,833
S13,42,Solapur,KUMAR CHANDRAKANT LONDHE,Baliraja Party,679
S13,42,Solapur,KRISHNA NAGNATH BHISE,Independent,562
S13,42,Solapur,ANNA SUKHADEV MASKE,Independent,501
S13,42,Solapur,MAHASIDDHA TUKARAM GAYAKWAD,Independent,409
S13,42,Solapur,SUDARSHAN RAYCHAND KHANDARE,Independent,401
S13,42,Solapur,SONAVANE SHIVAJI CHANDRAKANT,Independent,394
S13,42,Solapur,SACHIN SHAHU MASKE,Independent,389
S13,42,Solapur,PROF. DR. SUBHASH KHANDERAO GAIKWAD,Independent,380
S13,42,Solapur,NOTA,None of the Above,2725
S13,25,Thane,NARESH GANPAT MHASKE,Shiv Sena,734231
S13,25,Thane,RAJAN BABURAO VICHARE,Shiv Sena (Uddhav Balasaheb Thackrey),517220
S13,25,Thane,SANTOSH BHIKAJI BHALERAO,Bahujan Samaj Party,10662
S13,25,Thane,ADV. GURUDEV NARSINGH SURYAWANSHI,Independent,3494
S13,25,Thane,MUKESH KAILASNATH TIWARI,Bhim Sena,2522
S13,25,Thane,JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party,2358
S13,25,Thane,DR. PIYUSH K. SAXENA,Independent,2293
S13,25,Thane,CHANDRAKANT VITTHAL SONAWANE,Independent,2249
S13,25,Thane,VIJAY DNYANOBA GHATE,Republican Bahujan Sena,1887
S13,25,Thane,IRFAN IBRAHIM SHAIKH,Independent,1875
S13,25,Thane,PRAMOD ANANDRAO DHUMAL,Independent,1786
S13,25,Thane,BHANWARLAL KHETMAL MEHTA,Hindu Samaj Party,1488
S13,25,Thane,UTTAM KISANRAO TIRPUDE,Peoples Party of India (Democratic),1354
S13,25,Thane,ARCHANA DINKAR GAIKWAD,Independent,1180
S13,25,Thane,SALIMA MUKTAR VASANI,Bahujan Maha Party,912
S13,25,Thane,RAJIV KONDIBA BHOSALE,Independent,886
S13,25,Thane,RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican  Socialist Party,818
S13,25,Thane,RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party,767
S13,25,Thane,KHAJASAB RASULSAB MULLA,Independent,648
S13,25,Thane,SANJAY MANOHAR MORE,Independent,643
S13,25,Thane,MALLIKARJUN SAYBANNA PUJARI,Independent,599
S13,25,Thane,SAWALE DATTATRAY SITARAM,Independent,531
S13,25,Thane,SURENDRAKUMAR K. JAIN,Independent,440
S13,25,Thane,SIDDHANT CHHABAN SHIRSAT,Independent,324
S13,25,Thane,NOTA,None of the Above,17901
S13,8,Wardha,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,533106
S13,8,Wardha,RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,451458
S13,8,Wardha,DR. MOHAN RAMRAOJI  RAIKWAR,Bahujan Samaj Party,20795
S13,8,Wardha,PROF. RAJENDRA GULABRAO  SALUNKHE,Vanchit Bahujan  Aaghadi,15492
S13,8,Wardha,ASIF,Independent,15182
S13,8,Wardha,KISHOR BABA PAVAR,Independent,12920
S13,8,Wardha,SUHAS V. THAKARE,Independent,7648
S13,8,Wardha,AKSHAY MEHARE BHARTIYA,Akhil Bhartiya Parivar Party,5467
S13,8,Wardha,MAROTI GULABRAO UIKE,Gondvana Gantantra Party,4672
S13,8,Wardha,ADV. BHASKAR MAROTRAO  NEWARE,Independent,4032
S13,8,Wardha,JAGADISH UDDVRAO  WANKHADE,Independent,2349
S13,8,Wardha,POOJA PANKAJ TADAS,Independent,2135
S13,8,Wardha,ANIL K. GHUSHE,Independent,1971
S13,8,Wardha,ASHISH LEKHIRAM IZANKAR,Vidarbha Rajya Aghadi,1828
S13,8,Wardha,VIJAY DNYANESHWARRAO  SHRIRAO,Independent,1738
S13,8,Wardha,ARVIND SHAMRAO LILLORE,Independent,1476
S13,8,Wardha,RAMRAO BAJIRAO GHODASKAR,All India Forward Bloc,1438
S13,8,Wardha,KRUSHNA SUBHASHRAO FULKARI,Lok Swarajya Party,1343
S13,8,Wardha,UMESH SOMAJI WAWARE,Maharashtra Vikas Aghadi,1246
S13,8,Wardha,KRUSHNA ANNAJI KALODE,Hindrashtra Sangh,1061
S13,8,Wardha,RAMESH SINHA,Independent,799
S13,8,Wardha,DR. MORESHWAR RAMJI NAGRALE,Republican Party of India,797
S13,8,Wardha,DIXITA ANAND,Desh Janhit Party,736
S13,8,Wardha,RAHUL T. BHOYAR,Independent,689
S13,8,Wardha,NOTA,None of the Above,4634
S13,14,Yavatmal-Washim,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),594807
S13,14,Yavatmal-Washim,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,500334
S13,14,Yavatmal-Washim,ANIL JAYRAM RATHOD,Samnak Janta Party,56390
S13,14,Yavatmal-Washim,HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party,17396
S13,14,Yavatmal-Washim,SANGITA DINESH CHAVHAN,Independent,7180
S13,14,Yavatmal-Washim,RAMDAS BAJIRAO GHODAM,Independent,6781
S13,14,Yavatmal-Washim,VINOD PANJABRAO NANDAGAVALI,Independent,6298
S13,14,Yavatmal-Washim,SANDIP SAMPAT SHINDE,Independent,5514
S13,14,Yavatmal-Washim,DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha,4555
S13,14,Yavatmal-Washim,AMOL KOMAWAR,Hindrashtra Sangh,3377
S13,14,Yavatmal-Washim,UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),2975
S13,14,Yavatmal-Washim,MANOJ MAHADEORAO GEDAM,Independent,2794
S13,14,Yavatmal-Washim,NUR ALI MAHEBUB ALI SHAH,Independent,1958
S13,14,Yavatmal-Washim,DR ARJUNKUMAR SITARAM RATHOD,Independent,1863
S13,14,Yavatmal-Washim,PRO KISAN RAMRAO AMBURE,Independent,1720
S13,14,Yavatmal-Washim,DIKSHANT NAMDEVRAO SAWAIKAR,Independent,1103
S13,14,Yavatmal-Washim,GOKUL PREMDAS CHAVHAN,Independent,1094
S13,14,Yavatmal-Washim,NOTA,None of the Above,9391
S14,1,InnerManipur,ANGOMCHA BIMOL AKOIJAM,Indian National Congress,374017
S14,1,InnerManipur,THOUNAOJAM BASANTA KUMAR SINGH,Bharatiya Janata Party,264216
S14,1,InnerManipur,MAHESHWAR THOUNAOJAM,Republican Party of India (Athawale),135640
S14,1,InnerManipur,RAJKUMAR SOMENDRO SINGH,Independent,13050
S14,1,InnerManipur,MOIRANGTHEM TOTOMSHANA NONGSHABA,Independent,4881
S14,1,InnerManipur,HAORUNGBAM SARAT SINGH,Independent,1296
S14,1,InnerManipur,NOTA,None of the Above,3797
S14,2,OuterManipur,ALFRED KANNGAM S ARTHUR,Indian National Congress,384954
S14,2,OuterManipur,KACHUI TIMOTHY ZIMIK,Naga Peoples Front,299536
S14,2,OuterManipur,S KHO JOHN,Independent,89910
S14,2,OuterManipur,ALYSON ABONMAI,Independent,15110
S14,2,OuterManipur,NOTA,None of the Above,7225
S15,1,Shillong,DR. RICKY ANDREW J. SYNGKON,Voice of the People Party,571078
S15,1,Shillong,VINCENT H. PALA,Indian National Congress,199168
S15,1,Shillong,DR. MAZEL AMPAREEN LYNGDOH,National People's Party,186488
S15,1,Shillong,ROBERTJUNE KHARJAHRIN,United Democratic Party,44563
S15,1,Shillong,PROF. LAKHON KMA,Independent,18582
S15,1,Shillong,PETER SHALLAM,Independent,7024
S15,1,Shillong,NOTA,None of the Above,11008
S15,2,Tura,SALENG A SANGMA,Indian National Congress,383919
S15,2,Tura,AGATHA K SANGMA,National People's Party,228678
S15,2,Tura,ZENITH M SANGMA,All India Trinamool Congress,48709
S15,2,Tura,LABENN CH MARAK,Independent,6910
S15,2,Tura,NOTA,None of the Above,5840
S16,1,MIZORAM,RICHARD VANLALHMANGAIHA,Zoram People’s Movement,208552
S16,1,MIZORAM,K VANLALVENA,Mizo National Front,140264
S16,1,MIZORAM,LALBIAKZAMA,Indian National Congress,98595
S16,1,MIZORAM,VANLALHMUAKA,Bharatiya Janata Party,33533
S16,1,MIZORAM,LALHRIATRENGA CHHANGTE,Independent,4706
S16,1,MIZORAM,RITA MALSAWMI,Mizoram People's Conference,3793
S16,1,MIZORAM,NOTA,None of the Above,1893
S17,1,Nagaland,S SUPONGMEREN JAMIR,Indian National Congress,401951
S17,1,Nagaland,DR CHUMBEN MURRY,Nationalist Democratic Progressive Party,350967
S17,1,Nagaland,HAYITHUNG TUNGOE LOTHA,Independent,6232
S17,1,Nagaland,NOTA,None of the Above,1646
U05,1,ChandniChowk,PRAVEEN KHANDELWAL,Bharatiya Janata Party,516496
U05,1,ChandniChowk,JAI PRAKASH AGARWAL,Indian National Congress,427171
U05,1,ChandniChowk,ABUL KALAM AZAD,Bahujan Samaj Party,5829
U05,1,ChandniChowk,UMESH RATHOR,Atulya Bharat Party,1617
U05,1,ChandniChowk,SEEMA RIZVI,Azad Samaj Party,1089
U05,1,ChandniChowk,SHAIK JALEEL,Navarang Congress Party,949
U05,1,ChandniChowk,MD NAZIR,Aman Samaj Party,945
U05,1,ChandniChowk,SATYA DEV CHAUDHARY,Satya Bahumat Party,842
U05,1,ChandniChowk,RITU KAUSHIK,Socialist Unity Centre Of India (COMMUNIST),643
U05,1,ChandniChowk,SAMEER MIRZA,Rashtriya Republican Party,513
U05,1,ChandniChowk,SOHARSH GULGULIA JAIN,Swaraj Bhartiya Nyay Party,503
U05,1,ChandniChowk,SHYAM BHARTEEY,Gareeb Aadmi Party,463
U05,1,ChandniChowk,GULJAR SINGH,Peoples Party of India (Democratic),424
U05,1,ChandniChowk,YOGENDER SINGH,Bharatiya Liberal Party,389
U05,1,ChandniChowk,VINOD KUMAR GUPTA,Akhil Bhartiya Parivar Party,359
U05,1,ChandniChowk,SHIVAM SAINI,Right to Recall Party,330
U05,1,ChandniChowk,MANOJ KUMAR NIGAM,Akhil Bhartiya Sudhar Party,321
U05,1,ChandniChowk,RAJESH GUPTA,Bharat Lok Sewak Party,262
U05,1,ChandniChowk,RAHUL SHARMA,Rashtriya Mangalam Party,257
U05,1,ChandniChowk,SUNIL KUMAR,Independent,247
U05,1,ChandniChowk,SUBHASH CHANDER,Independent,220
U05,1,ChandniChowk,MOHD HAMID,Bharatheeya Jawan Kisan Party,189
U05,1,ChandniChowk,PYUSH NARULA,Independent,172
U05,1,ChandniChowk,HEENA,Public Political Party,169
U05,1,ChandniChowk,ASHOK KUMAR GUPTA,Independent,140
U05,1,ChandniChowk,NOTA,None of the Above,5563
U05,3,EastDelhi,HARSH MALHOTRA,Bharatiya Janata Party,664819
U05,3,EastDelhi,KULDEEP KUMAR (MONU),Aam Aadmi Party,571156
U05,3,EastDelhi,MOHD. WAQAR CHOUDHARY,Bahujan Samaj Party,9197
U05,3,EastDelhi,A. GOPALA KRISHNA,Navarang Congress Party,2817
U05,3,EastDelhi,KULDEEP KUMAR,Independent,1582
U05,3,EastDelhi,MANOJ KUMAR GUPTA (SWARAJI),Independent,1192
U05,3,EastDelhi,RODASH GUPTA,Independent,1099
U05,3,EastDelhi,JYOTI PRAKASH (MONU),Ekam Sanatan Bharat Dal,824
U05,3,EastDelhi,ARUNIMA GAUTAM,Independent,751
U05,3,EastDelhi,JAI RAM LAL,Rashtriya Republican Party,657
U05,3,EastDelhi,ADVOCATE MANJEET SINGH,Rashtra Nirman Party,614
U05,3,EastDelhi,MOHAMMAD IRFAN,Independent,583
U05,3,EastDelhi,OM SHANKAR,Independent,556
U05,3,EastDelhi,LAL SINGH,Bahujan Dravida Party,477
U05,3,EastDelhi,YOGESH CHAUDHARY,Bhartiya Veer Dal,470
U05,3,EastDelhi,VIMAL KUMAR SAXENA,Independent,433
U05,3,EastDelhi,SURENDRA SINGH BASOYA,Peoples Party of India (Democratic),399
U05,3,EastDelhi,SANJAY,Public Political Party,379
U05,3,EastDelhi,AMIT GUPTA,Independent,360
U05,3,EastDelhi,SANJAYA KUMAR YADAV,Right to Recall Party,290
U05,3,EastDelhi,NOTA,None of the Above,5394
U05,4,NewDelhi,BANSURI SWARAJ,Bharatiya Janata Party,453185
U05,4,NewDelhi,SOMNATH BHARTI,Aam Aadmi Party,374815
U05,4,NewDelhi,RAAJ KUMAR ANAND,Bahujan Samaj Party,5629
U05,4,NewDelhi,SANJAY RAWAT,Independent,1276
U05,4,NewDelhi,ACHLA JETHMALANI,Jindabad Kranti Party,1037
U05,4,NewDelhi,HIRA LAL,Independent,1005
U05,4,NewDelhi,PREM SINGH,Navarang Congress Party,806
U05,4,NewDelhi,UPEN‍DRA,Anjaan Aadmi Party,781
U05,4,NewDelhi,DILIP SINGH,Independent,726
U05,4,NewDelhi,LUKMAN KHAN,Log Party,656
U05,4,NewDelhi,PUNAM PANDEY,Rashtravadi Loktantrik Party (India),641
U05,4,NewDelhi,SANDHYA THAKKAR,Rashtriya Republican Party,486
U05,4,NewDelhi,RAVINDER SINGH,Independent,416
U05,4,NewDelhi,DINESH KUMAR,Peoples Party of India (Democratic),361
U05,4,NewDelhi,PRITHVI NATH SINGH,Bharatiya Sampuran Krantikari Party,335
U05,4,NewDelhi,MAHESH KUMAR DENWAL,Ambedkarite Party of India,288
U05,4,NewDelhi,MANOJ KUMAR SHARMA,Loktantrik Janshakti Party,212
U05,4,NewDelhi,NOTA,None of the Above,4813
U05,2,North-EastDelhi,MANOJ TIWARI,Bharatiya Janata Party,824451
U05,2,North-EastDelhi,KANHAIYA KUMAR,Indian National Congress,685673
U05,2,North-EastDelhi,ASHOK KUMAR,Bahujan Samaj Party,12138
U05,2,North-EastDelhi,SUNITA,Navarang Congress Party,3518
U05,2,North-EastDelhi,AKESHAN DUT,Independent,3325
U05,2,North-EastDelhi,SUSHIL CHOUDHARY,Aapki Apni Party (Peoples),2070
U05,2,North-EastDelhi,AJAY TIWARI,Right to Recall Party,2042
U05,2,North-EastDelhi,SUBHASH,Rashtriya Janmorcha,1639
U05,2,North-EastDelhi,AKASH SRIVASTAV,Jai Hind National Party,1317
U05,2,North-EastDelhi,SANJEEV KUMAR PANDEY,Bharatiya Liberal Party,1163
U05,2,North-EastDelhi,SAROJ KUMAR RAY,Independent,997
U05,2,North-EastDelhi,ADV. BHIM KISHOR,Peoples Party of India (Democratic),827
U05,2,North-EastDelhi,SANJEEV KUMAR,Public Political Party,799
U05,2,North-EastDelhi,PRAKASH DEVI,Socialist Unity Centre Of India (COMMUNIST),676
U05,2,North-EastDelhi,LAKSHYA VASHIST (SHYAM),Jindabad Kranti Party,653
U05,2,North-EastDelhi,BABITA YADAV,Aazad Samaj Party (Kanshi Ram),646
U05,2,North-EastDelhi,MANOJ KUMAR,Independent,561
U05,2,North-EastDelhi,NIVEDITA SHARMA “PREM”,Rashtrawadi Janlok Party (Satya),543
U05,2,North-EastDelhi,DR. RAJESH KUMAR SINGH,Independent,540
U05,2,North-EastDelhi,KANHI LAL,Swatantra Jantaraj Party,498
U05,2,North-EastDelhi,VIJAY KUMAR JHA,Independent,491
U05,2,North-EastDelhi,YOGESH SWAMY,Independent,410
U05,2,North-EastDelhi,ASHOK MISHRA,Independent,352
U05,2,North-EastDelhi,ADV. K.T. PALUSKAR,Prabuddha Republican Party,349
U05,2,North-EastDelhi,RAVI KIRAN THILAK THATIKONDA,Independent,324
U05,2,North-EastDelhi,ISHWAR CHAND,Bharatrashtra Democratic Party,310
U05,2,North-EastDelhi,JAGDISH,Rashtriya Samaj Paksha,276
U05,2,North-EastDelhi,BIRPAL SINGH KOLI,Independent,270
U05,2,North-EastDelhi,NOTA,None of the Above,5873
U05,5,North-WestDelhi,YOGENDER CHANDOLIYA,Bharatiya Janata Party,866483
U05,5,North-WestDelhi,UDIT RAJ,Indian National Congress,575634
U05,5,North-WestDelhi,VIJAY BAUDDH,Bahujan Samaj Party,11997
U05,5,North-WestDelhi,SURESH KUMAR,Peoples Party of India (Democratic),2870
U05,5,North-WestDelhi,SANJAY KUMAR SIWAL,Rashtriya Janshakti Party (Secular),2866
U05,5,North-WestDelhi,SUBHASH,Asankhya Samaj Party,2250
U05,5,North-WestDelhi,RAJENDER SOOD,Aam Janshakti Party,1478
U05,5,North-WestDelhi,PRAVEEN GAUTAM,Navarang Congress Party,1456
U05,5,North-WestDelhi,K M KAJAL,Public Political Party,1342
U05,5,North-WestDelhi,NARESH KUMAR,Independent,1275
U05,5,North-WestDelhi,ADVOCATE SATISH CHANDRA,Ambedkarite Party of India,1237
U05,5,North-WestDelhi,PARMENDRA MANJHI,Independent,1102
U05,5,North-WestDelhi,ADVOCATE DR. MAHENDER   SINGH CHURIYANA,Bahujan Dravida Party,1016
U05,5,North-WestDelhi,CHANDER PAL SONI,Independent,891
U05,5,North-WestDelhi,ADITI,Independent,790
U05,5,North-WestDelhi,ADV. KRUPAL,Prabuddha Republican Party,675
U05,5,North-WestDelhi,NAND RAM BAGRI,Voters Party  International,638
U05,5,North-WestDelhi,SHYAM BHARTEEY,Gareeb Aadmi Party,632
U05,5,North-WestDelhi,HARI KISHAN (MECHANIC),Independent,548
U05,5,North-WestDelhi,POOJA (BHAGTANI),Bharatiya Jan Jagriti Party,509
U05,5,North-WestDelhi,NARESH KUMAR,Rashtriya Samaj Paksha,500
U05,5,North-WestDelhi,PREETI,Saman Adhikar Party,503
U05,5,North-WestDelhi,SATYA PRAKASH UTTRAKHANDI,Independent,434
U05,5,North-WestDelhi,KHILKHILAKAR,Bahujan Shoshit Samaj Sangharsh Samta Party,373
U05,5,North-WestDelhi,PRADEEP KUMAR,Independent,371
U05,5,North-WestDelhi,PUSHPA NAGRA,Independent,353
U05,5,North-WestDelhi,NOTA,None of the Above,8984
U05,7,SouthDelhi,RAMVIR SINGH BIDHURI,Bharatiya Janata Party,692832
U05,7,SouthDelhi,SAHI RAM,Aam Aadmi Party,568499
U05,7,SouthDelhi,ABDUL BASIT,Bahujan Samaj Party,9861
U05,7,SouthDelhi,RAM GOPAL,Haryana Jansena Party,3958
U05,7,SouthDelhi,CHANDRASHEKHAR SINGH KUSHWAHA,Independent,1889
U05,7,SouthDelhi,DEEPAK KAPILA,Independent,1500
U05,7,SouthDelhi,OMAPRAKASH,Samaj Vikas Kranti Party,1365
U05,7,SouthDelhi,JAGDISH KUMAR VERMA,Independent,1296
